107.431, 129.487, 0.550, 36.800 False
107.379, 129.487, 0.491, 36.900 False
107.333, 129.487, 0.439, 37.000 False
107.291, 129.487, 0.393, 37.100 False
107.254, 129.487, 0.351, 37.200 False
107.221, 129.487, 0.314, 37.300 False
107.191, 129.487, 0.281, 37.400 False
107.165, 129.487, 0.251, 37.500 False
107.141, 129.487, 0.225, 37.600 False
107.120, 129.487, 0.201, 37.700 False
107.101, 129.487, 0.180, 37.800 False
107.084, 129.487, 0.161, 37.900 False
107.069, 129.487, 0.144, 38.000 False
107.055, 129.487, 0.129, 38.100 False
107.043, 129.487, 0.115, 38.200 False
107.032, 129.487, 0.103, 38.300 False
107.023, 129.488, 0.090, 38.400 False
107.014, 129.489, 0.081, 38.500 False
107.007, 129.489, 0.073, 38.600 False
107.000, 129.489, 0.065, 38.700 False
106.999, 129.489, 0.001, 38.800 False
106.996, 129.489, 0.021, 38.900 False
106.993, 129.489, 0.039, 39.000 False
106.988, 129.489, 0.043, 39.100 False
106.984, 129.489, 0.043, 39.200 False
106.980, 129.489, 0.040, 39.300 False
106.976, 129.489, 0.037, 39.400 False
106.972, 129.489, 0.033, 39.500 False
106.969, 129.488, 0.030, 39.600 False
106.967, 129.488, 0.025, 39.700 False
106.964, 129.487, 0.021, 39.800 False
106.962, 129.487, 0.021, 39.900 False
106.962, 129.487, 0.000, 40.000 False
106.966, 129.487, -0.026, 40.100 False
106.968, 129.487, -0.015, 40.200 False
106.967, 129.487, 0.008, 40.300 False
106.966, 129.486, 0.017, 40.400 False
106.964, 129.486, 0.020, 40.500 False
106.962, 129.486, 0.020, 40.600 False
106.960, 129.486, 0.019, 40.700 False
106.958, 129.486, 0.017, 40.800 False
106.957, 129.486, 0.016, 40.900 False
106.955, 129.486, 0.014, 41.000 False
106.954, 129.486, 0.013, 41.100 False
106.953, 129.486, 0.011, 41.200 False
106.953, 129.486, 0.000, 41.300 False
106.953, 129.486, -0.020, 41.400 False
106.953, 129.486, -0.010, 41.500 False
106.952, 129.486, 0.011, 41.600 False
106.951, 129.486, 0.015, 41.700 False
106.949, 129.486, 0.016, 41.800 False
106.948, 129.486, 0.015, 41.900 False
106.946, 129.486, 0.014, 42.000 False
106.945, 129.486, 0.013, 42.100 False
106.944, 129.486, 0.012, 42.200 False
106.942, 129.486, 0.010, 42.300 False
106.943, 129.486, 0.002, 42.400 False
106.943, 129.486, 0.004, 42.500 False
106.943, 129.486, 0.010, 42.600 False
106.943, 129.486, 0.018, 42.700 False
106.942, 129.487, 0.036, 42.800 False
106.940, 129.488, 0.030, 42.900 False
106.938, 129.490, 0.052, 43.000 False
106.934, 129.492, 0.067, 43.100 False
106.926, 129.500, 0.112, 43.200 False
106.911, 129.511, 0.131, 43.300 False
106.890, 129.528, 0.279, 43.400 False
106.856, 129.552, 0.324, 43.500 False
106.821, 129.580, 0.410, 43.600 False
106.768, 129.608, 0.591, 43.700 False
106.708, 129.634, 0.651, 43.800 False
106.639, 129.656, 0.730, 43.900 False
106.565, 129.675, 0.815, 44.000 False
106.476, 129.688, 0.921, 44.100 False
106.384, 129.705, 0.960, 44.200 False
106.284, 129.720, 1.045, 44.300 False
106.175, 129.739, 1.158, 44.400 False
106.052, 129.756, 1.283, 44.500 False
105.920, 129.773, 1.376, 44.600 False
105.777, 129.792, 1.467, 44.700 False
105.628, 129.811, 1.551, 44.800 False
105.468, 129.831, 1.648, 44.900 False
105.300, 129.852, 1.740, 45.000 False
105.120, 129.871, 1.832, 45.100 False
104.934, 129.888, 1.916, 45.200 False
104.737, 129.910, 2.007, 45.300 False
104.534, 129.933, 2.094, 45.400 False
104.319, 129.958, 2.187, 45.500 False
104.099, 129.978, 2.238, 45.600 False
103.874, 130.002, 2.277, 45.700 False
103.646, 130.015, 2.305, 45.800 False
103.413, 130.028, 2.349, 45.900 False
103.176, 130.032, 2.372, 46.000 False
102.937, 130.043, 2.407, 46.100 False
102.696, 130.051, 2.421, 46.200 False
102.453, 130.062, 2.435, 46.300 False
102.210, 130.065, 2.440, 46.400 False
101.965, 130.074, 2.457, 46.500 False
101.720, 130.066, 2.441, 46.600 False
101.474, 130.055, 2.465, 46.700 False
101.228, 130.030, 2.456, 46.800 False
100.980, 130.013, 2.489, 46.900 False
100.734, 129.983, 2.460, 47.000 False
100.488, 129.952, 2.485, 47.100 False
100.241, 129.913, 2.487, 47.200 False
99.993, 129.884, 2.502, 47.300 False
99.748, 129.839, 2.457, 47.400 False
99.505, 129.785, 2.483, 47.500 False
99.266, 129.716, 2.466, 47.600 False
99.022, 129.654, 2.518, 47.700 False
98.783, 129.578, 2.462, 47.800 False
98.546, 129.501, 2.496, 47.900 False
98.314, 129.408, 2.460, 48.000 False
98.079, 129.320, 2.516, 48.100 False
97.850, 129.216, 2.464, 48.200 False
97.622, 129.111, 2.498, 48.300 False
97.403, 128.991, 2.462, 48.400 False
97.180, 128.874, 2.518, 48.500 False
96.966, 128.741, 2.455, 48.600 False
96.755, 128.606, 2.499, 48.700 False
96.553, 128.457, 2.458, 48.800 False
96.348, 128.310, 2.524, 48.900 False
96.151, 128.151, 2.484, 49.000 False
95.949, 128.000, 2.524, 49.100 False
95.757, 127.836, 2.467, 49.200 False
95.569, 127.671, 2.506, 49.300 False
95.391, 127.493, 2.474, 49.400 False
95.209, 127.317, 2.526, 49.500 False
95.039, 127.131, 2.475, 49.600 False
94.869, 126.946, 2.514, 49.700 False
94.713, 126.748, 2.441, 49.800 False
94.570, 126.543, 2.477, 49.900 False
94.433, 126.330, 2.498, 50.000 False
94.285, 126.121, 2.555, 50.100 False
94.148, 125.907, 2.499, 50.200 False
94.005, 125.700, 2.519, 50.300 False
93.876, 125.484, 2.483, 50.400 False
93.746, 125.268, 2.521, 50.500 False
93.629, 125.044, 2.493, 50.600 False
93.507, 124.823, 2.527, 50.700 False
93.399, 124.595, 2.489, 50.800 False
93.289, 124.368, 2.521, 50.900 False
93.196, 124.135, 2.456, 51.000 False
93.116, 123.898, 2.484, 51.100 False
93.039, 123.656, 2.519, 51.200 False
92.951, 123.416, 2.547, 51.300 False
92.872, 123.175, 2.506, 51.400 False
92.788, 122.938, 2.517, 51.500 False
92.716, 122.697, 2.501, 51.600 False
92.640, 122.453, 2.510, 51.700 False
92.576, 122.210, 2.498, 51.800 False
92.508, 121.967, 2.525, 51.900 False
92.457, 121.721, 2.474, 52.000 False
92.412, 121.477, 2.520, 52.100 False
92.371, 121.228, 2.524, 52.200 False
92.319, 120.981, 2.523, 52.300 False
92.279, 120.733, 2.488, 52.400 False
92.238, 120.486, 2.512, 52.500 False
92.202, 120.236, 2.516, 52.600 False
92.158, 119.988, 2.518, 52.700 False
92.124, 119.739, 2.500, 52.800 False
92.088, 119.491, 2.511, 52.900 False
92.060, 119.244, 2.518, 53.000 False
92.029, 118.992, 2.503, 53.100 False
92.013, 118.743, 2.476, 53.200 False
91.996, 118.493, 2.510, 53.300 False
91.992, 118.242, 2.498, 53.400 False
91.982, 117.991, 2.513, 53.500 False
91.974, 117.739, 2.511, 53.600 False
91.959, 117.488, 2.511, 53.700 False
91.949, 117.238, 2.506, 53.800 False
91.935, 116.987, 2.509, 53.900 False
91.927, 116.737, 2.506, 54.000 False
91.915, 116.486, 2.508, 54.100 False
91.910, 116.236, 2.504, 54.200 False
91.900, 115.985, 2.507, 54.300 False
91.901, 115.735, 2.496, 54.400 False
91.901, 115.485, 2.506, 54.500 False
91.909, 115.234, 2.501, 54.600 False
91.909, 114.984, 2.507, 54.700 False
91.913, 114.733, 2.505, 54.800 False
91.913, 114.483, 2.505, 54.900 False
91.916, 114.232, 2.504, 55.000 False
91.917, 113.982, 2.505, 55.100 False
91.920, 113.731, 2.503, 55.200 False
91.922, 113.481, 2.504, 55.300 False
91.923, 113.231, 2.504, 55.400 False
91.925, 112.980, 2.503, 55.500 False
91.934, 112.730, 2.500, 55.600 False
91.938, 112.480, 2.503, 55.700 False
91.950, 112.230, 2.501, 55.800 False
91.957, 111.980, 2.503, 55.900 False
91.966, 111.730, 2.502, 56.000 False
91.973, 111.480, 2.502, 56.100 False
91.983, 111.230, 2.502, 56.200 False
91.986, 110.980, 2.501, 56.300 False
91.992, 110.730, 2.502, 56.400 False
91.998, 110.480, 2.502, 56.500 False
92.004, 110.230, 2.502, 56.600 False
92.011, 109.979, 2.502, 56.700 False
92.018, 109.729, 2.502, 56.800 False
92.029, 109.480, 2.501, 56.900 False
92.037, 109.230, 2.502, 57.000 False
92.045, 108.980, 2.502, 57.100 False
92.053, 108.730, 2.501, 57.200 False
92.061, 108.479, 2.501, 57.300 False
92.068, 108.229, 2.501, 57.400 False
92.076, 107.979, 2.501, 57.500 False
92.083, 107.729, 2.501, 57.600 False
92.091, 107.479, 2.501, 57.700 False
92.098, 107.229, 2.501, 57.800 False
92.106, 106.980, 2.501, 57.900 False
92.113, 106.730, 2.501, 58.000 False
92.121, 106.480, 2.501, 58.100 False
92.129, 106.230, 2.501, 58.200 False
92.136, 105.980, 2.501, 58.300 False
92.144, 105.730, 2.501, 58.400 False
92.151, 105.480, 2.501, 58.500 False
92.158, 105.230, 2.501, 58.600 False
92.165, 104.980, 2.501, 58.700 False
92.172, 104.730, 2.500, 58.800 False
92.179, 104.480, 2.500, 58.900 False
92.186, 104.230, 2.500, 59.000 False
92.193, 103.980, 2.500, 59.100 False
92.200, 103.730, 2.500, 59.200 False
92.206, 103.480, 2.500, 59.300 False
92.213, 103.230, 2.500, 59.400 False
92.219, 102.980, 2.500, 59.500 False
92.226, 102.730, 2.500, 59.600 False
92.232, 102.480, 2.500, 59.700 False
92.238, 102.230, 2.500, 59.800 False
92.241, 101.980, 2.500, 59.900 False
92.246, 101.730, 2.500, 60.000 False
92.251, 101.480, 2.500, 60.100 False
92.256, 101.230, 2.500, 60.200 False
92.261, 100.980, 2.500, 60.300 False
92.267, 100.730, 2.500, 60.400 False
92.271, 100.480, 2.500, 60.500 False
92.276, 100.230, 2.500, 60.600 False
92.281, 99.981, 2.500, 60.700 False
92.285, 99.731, 2.500, 60.800 False
92.290, 99.481, 2.500, 60.900 False
92.294, 99.231, 2.500, 61.000 False
92.298, 98.981, 2.500, 61.100 False
92.299, 98.731, 2.499, 61.200 False
92.306, 98.481, 2.499, 61.300 False
