-183.515, 79.809, 0.451,  1.765
-183.503, 79.796, 0.463,  1.798
-183.492, 79.782, 0.470,  1.831
-183.481, 79.769, 0.473,  1.864
-183.470, 79.755, 0.487,  1.897
-183.458, 79.740, 0.512,  1.930
-183.447, 79.725, 0.519,  1.963
-183.435, 79.710, 0.522,  1.996
-183.425, 79.695, 0.522,  2.029
-183.414, 79.680, 0.523,  2.062
-183.403, 79.664, 0.527,  2.095
-183.392, 79.649, 0.531,  2.128
-183.382, 79.633, 0.541,  2.161
-183.371, 79.617, 0.546,  2.194
-183.361, 79.601, 0.547,  2.227
-183.351, 79.585, 0.556,  2.260
-183.340, 79.568, 0.579,  2.293
-183.329, 79.550, 0.590,  2.326
-183.319, 79.533, 0.570,  2.359
-183.310, 79.517, 0.557,  2.392
-183.300, 79.500, 0.547,  2.425
-183.291, 79.485, 0.533,  2.458
-183.282, 79.469, 0.527,  2.491
-183.274, 79.454, 0.523,  2.524
-183.265, 79.438, 0.555,  2.557
-183.256, 79.420, 0.573,  2.590
-183.247, 79.403, 0.599,  2.623
-183.238, 79.384, 0.606,  2.656
-183.229, 79.366, 0.608,  2.689
-183.221, 79.348, 0.588,  2.722
-183.213, 79.331, 0.581,  2.755
-183.205, 79.313, 0.563,  2.788
-183.197, 79.296, 0.563,  2.821
-183.190, 79.280, 0.553,  2.854
-183.182, 79.263, 0.554,  2.887
-183.175, 79.246, 0.557,  2.920
-183.167, 79.228, 0.562,  2.953
-183.160, 79.210, 0.575,  2.986
-183.152, 79.192, 0.563,  3.019
-183.146, 79.175, 0.546,  3.052
-183.139, 79.159, 0.533,  3.085
-183.133, 79.143, 0.522,  3.118
-183.126, 79.127, 0.527,  3.151
-183.120, 79.110, 0.525,  3.184
-183.114, 79.094, 0.525,  3.217
-183.108, 79.077, 0.531,  3.250
-183.102, 79.060, 0.542,  3.283
-183.095, 79.043, 0.547,  3.316
-183.089, 79.026, 0.547,  3.349
-183.083, 79.009, 0.541,  3.382
-183.077, 78.991, 0.549,  3.415
-183.071, 78.974, 0.549,  3.448
-183.065, 78.957, 0.542,  3.481
-183.060, 78.940, 0.552,  3.514
-183.054, 78.922, 0.550,  3.547
-183.048, 78.904, 0.554,  3.580
-183.042, 78.887, 0.546,  3.613
-183.036, 78.868, 0.587,  3.646
-183.030, 78.849, 0.584,  3.679
-183.024, 78.830, 0.583,  3.712
-183.018, 78.810, 0.616,  3.745
-183.012, 78.791, 0.601,  3.778
-183.006, 78.771, 0.615,  3.811
-183.000, 78.751, 0.606,  3.844
-182.994, 78.732, 0.587,  3.877
-182.989, 78.714, 0.573,  3.910
-182.983, 78.696, 0.561,  3.943
-182.978, 78.679, 0.554,  3.976
-182.973, 78.661, 0.554,  4.009
-182.968, 78.643, 0.566,  4.042
-182.963, 78.625, 0.573,  4.075
-182.957, 78.607, 0.562,  4.108
-182.952, 78.589, 0.559,  4.141
-182.947, 78.570, 0.566,  4.174
-182.942, 78.552, 0.580,  4.207
-182.937, 78.533, 0.588,  4.240
-182.931, 78.515, 0.570,  4.273
-182.926, 78.496, 0.575,  4.306
-182.921, 78.478, 0.574,  4.339
-182.916, 78.459, 0.585,  4.372
-182.911, 78.440, 0.614,  4.405
-182.906, 78.420, 0.616,  4.438
-182.900, 78.401, 0.597,  4.471
-182.895, 78.382, 0.581,  4.504
-182.890, 78.364, 0.571,  4.537
-182.885, 78.345, 0.591,  4.570
-182.880, 78.326, 0.582,  4.603
-182.875, 78.306, 0.625,  4.636
-182.870, 78.284, 0.653,  4.669
-182.864, 78.264, 0.656,  4.702
-182.859, 78.243, 0.653,  4.735
-182.853, 78.222, 0.630,  4.768
-182.848, 78.203, 0.610,  4.801
-182.843, 78.183, 0.593,  4.834
-182.838, 78.165, 0.580,  4.867
-182.834, 78.145, 0.601,  4.900
-182.829, 78.126, 0.595,  4.933
-182.824, 78.106, 0.609,  4.966
-182.819, 78.086, 0.630,  4.999
-182.814, 78.066, 0.635,  5.032
-182.809, 78.045, 0.636,  5.065
-182.804, 78.025, 0.616,  5.098
-182.799, 78.006, 0.602,  5.131
-182.794, 77.986, 0.609,  5.164
-182.789, 77.965, 0.631,  5.197
-182.784, 77.945, 0.622,  5.230
-182.779, 77.925, 0.617,  5.263
-182.775, 77.905, 0.626,  5.296
-182.770, 77.885, 0.614,  5.329
-182.765, 77.865, 0.618,  5.362
-182.760, 77.845, 0.614,  5.395
-182.755, 77.825, 0.616,  5.428
-182.751, 77.805, 0.613,  5.461
-182.746, 77.785, 0.602,  5.494
-182.741, 77.765, 0.618,  5.527
-182.737, 77.745, 0.634,  5.560
-182.732, 77.725, 0.639,  5.593
-182.727, 77.704, 0.651,  5.626
-182.722, 77.684, 0.646,  5.659
-182.717, 77.663, 0.665,  5.692
-182.712, 77.642, 0.654,  5.725
-182.707, 77.620, 0.677,  5.758
-182.702, 77.599, 0.683,  5.791
-182.697, 77.577, 0.681,  5.824
-182.692, 77.555, 0.683,  5.857
-182.687, 77.533, 0.694,  5.890
-182.682, 77.511, 0.696,  5.923
-182.677, 77.489, 0.693,  5.956
-182.672, 77.467, 0.691,  5.989
-182.667, 77.445, 0.700,  6.022
-182.662, 77.422, 0.698,  6.055
-182.657, 77.400, 0.695,  6.088
-182.652, 77.378, 0.704,  6.121
-182.647, 77.355, 0.710,  6.154
-182.642, 77.333, 0.703,  6.187
-182.637, 77.310, 0.708,  6.220
-182.632, 77.288, 0.701,  6.253
-182.627, 77.266, 0.695,  6.286
-182.622, 77.244, 0.693,  6.319
-182.618, 77.221, 0.703,  6.352
-182.613, 77.199, 0.701,  6.385
-182.608, 77.177, 0.698,  6.418
-182.603, 77.154, 0.700,  6.451
-182.598, 77.132, 0.709,  6.484
-182.594, 77.109, 0.707,  6.517
-182.589, 77.087, 0.703,  6.550
-182.584, 77.064, 0.711,  6.583
-182.579, 77.041, 0.718,  6.616
-182.575, 77.018, 0.709,  6.649
-182.570, 76.995, 0.718,  6.682
-182.565, 76.973, 0.713,  6.715
-182.560, 76.950, 0.709,  6.748
-182.556, 76.927, 0.709,  6.781
-182.551, 76.904, 0.719,  6.814
-182.546, 76.881, 0.716,  6.847
-182.542, 76.858, 0.712,  6.880
-182.537, 76.835, 0.726,  6.913
-182.532, 76.812, 0.719,  6.946
-182.528, 76.789, 0.728,  6.979
-182.523, 76.766, 0.722,  7.012
-182.519, 76.742, 0.733,  7.045
-182.514, 76.719, 0.728,  7.078
-182.509, 76.696, 0.722,  7.111
-182.505, 76.672, 0.736,  7.144
-182.500, 76.649, 0.731,  7.177
-182.496, 76.625, 0.737,  7.210
-182.491, 76.602, 0.731,  7.243
-182.487, 76.578, 0.741,  7.276
-182.482, 76.554, 0.736,  7.309
-182.477, 76.530, 0.746,  7.342
-182.473, 76.507, 0.740,  7.375
-182.468, 76.483, 0.750,  7.408
-182.464, 76.459, 0.744,  7.441
-182.459, 76.435, 0.754,  7.474
-182.455, 76.410, 0.748,  7.507
-182.450, 76.386, 0.758,  7.540
-182.446, 76.362, 0.751,  7.573
-182.441, 76.338, 0.761,  7.606
-182.436, 76.313, 0.755,  7.639
-182.432, 76.289, 0.764,  7.672
-182.427, 76.264, 0.758,  7.705
-182.423, 76.240, 0.768,  7.738
-182.418, 76.215, 0.761,  7.771
-182.414, 76.190, 0.771,  7.804
-182.410, 76.166, 0.764,  7.837
-182.405, 76.141, 0.774,  7.870
-182.401, 76.116, 0.767,  7.903
-182.396, 76.091, 0.777,  7.936
-182.392, 76.066, 0.771,  7.969
-182.387, 76.041, 0.780,  8.002
-182.383, 76.016, 0.774,  8.035
-182.379, 75.991, 0.784,  8.068
-182.374, 75.966, 0.777,  8.101
-182.370, 75.941, 0.787,  8.134
-182.365, 75.915, 0.780,  8.167
-182.361, 75.890, 0.790,  8.200
-182.357, 75.865, 0.783,  8.233
-182.352, 75.839, 0.793,  8.266
-182.348, 75.814, 0.787,  8.299
-182.344, 75.788, 0.797,  8.332
-182.339, 75.762, 0.790,  8.365
-182.335, 75.737, 0.800,  8.398
-182.331, 75.711, 0.794,  8.431
-182.327, 75.685, 0.795,  8.464
-182.322, 75.660, 0.790,  8.497
-182.318, 75.634, 0.797,  8.530
-182.314, 75.608, 0.801,  8.563
-182.309, 75.582, 0.820,  8.596
-182.305, 75.555, 0.812,  8.629
-182.301, 75.529, 0.819,  8.662
-182.297, 75.502, 0.812,  8.695
-182.292, 75.476, 0.816,  8.728
-182.288, 75.450, 0.813,  8.761
-182.284, 75.423, 0.822,  8.794
-182.280, 75.397, 0.815,  8.827
-182.275, 75.370, 0.815,  8.860
-182.271, 75.344, 0.810,  8.893
-182.267, 75.318, 0.818,  8.926
-182.263, 75.291, 0.825,  8.959
-182.259, 75.263, 0.844,  8.992
-182.255, 75.236, 0.835,  9.025
-182.251, 75.209, 0.840,  9.058
-182.246, 75.181, 0.843,  9.091
-182.242, 75.154, 0.857,  9.124
-182.238, 75.126, 0.847,  9.157
-182.234, 75.099, 0.850,  9.190
-182.230, 75.071, 0.846,  9.223
-182.226, 75.043, 0.856,  9.256
-182.221, 75.016, 0.847,  9.289
-182.217, 74.988, 0.851,  9.322
-182.213, 74.961, 0.846,  9.355
-182.209, 74.933, 0.850,  9.388
-182.205, 74.904, 0.879,  9.421
-182.201, 74.876, 0.855,  9.454
-182.197, 74.848, 0.847,  9.487
-182.193, 74.820, 0.833,  9.520
-182.189, 74.793, 0.828,  9.553
-182.185, 74.765, 0.838,  9.586
-182.181, 74.736, 0.886,  9.619
-182.177, 74.706, 0.865,  9.652
-182.173, 74.677, 0.876,  9.685
-182.169, 74.649, 0.855,  9.718
-182.165, 74.621, 0.839,  9.751
-182.161, 74.594, 0.828,  9.784
-182.158, 74.567, 0.817,  9.817
-182.154, 74.540, 0.810,  9.850
-182.151, 74.514, 0.805,  9.883
-182.147, 74.487, 0.801,  9.916
-182.144, 74.461, 0.799,  9.949
-182.140, 74.434, 0.798,  9.982
-182.137, 74.408, 0.798, 10.015
-182.133, 74.381, 0.799, 10.048
-182.130, 74.355, 0.800, 10.081
-182.127, 74.328, 0.802, 10.114
-182.123, 74.302, 0.804, 10.147
-182.120, 74.275, 0.807, 10.180
-182.116, 74.248, 0.810, 10.213
-182.113, 74.221, 0.813, 10.246
-182.110, 74.194, 0.817, 10.279
-182.106, 74.167, 0.820, 10.312
-182.103, 74.140, 0.824, 10.345
-182.099, 74.112, 0.827, 10.378
-182.096, 74.085, 0.831, 10.411
-182.092, 74.057, 0.834, 10.444
-182.089, 74.030, 0.838, 10.477
-182.085, 74.002, 0.841, 10.510
-182.082, 73.974, 0.844, 10.543
-182.079, 73.946, 0.848, 10.576
-182.075, 73.918, 0.851, 10.609
-182.072, 73.889, 0.854, 10.642
-182.068, 73.861, 0.857, 10.675
-182.065, 73.832, 0.860, 10.708
-182.061, 73.804, 0.863, 10.741
-182.058, 73.775, 0.866, 10.774
-182.054, 73.746, 0.869, 10.807
-182.051, 73.718, 0.872, 10.840
-182.048, 73.689, 0.875, 10.873
-182.044, 73.660, 0.878, 10.906
-182.041, 73.630, 0.881, 10.939
-182.037, 73.601, 0.883, 10.972
-182.034, 73.572, 0.886, 11.005
-182.030, 73.542, 0.888, 11.038
-182.027, 73.513, 0.891, 11.071
-182.024, 73.483, 0.894, 11.104
-182.020, 73.454, 0.896, 11.137
-182.017, 73.424, 0.899, 11.170
-182.014, 73.394, 0.901, 11.203
-182.010, 73.364, 0.905, 11.236
-182.007, 73.334, 0.909, 11.269
-182.003, 73.304, 0.912, 11.302
-182.000, 73.273, 0.915, 11.335
-181.997, 73.243, 0.918, 11.368
-181.993, 73.212, 0.921, 11.401
-181.990, 73.182, 0.924, 11.434
-181.987, 73.151, 0.926, 11.467
-181.983, 73.120, 0.929, 11.500
-181.980, 73.089, 0.931, 11.533
-181.977, 73.058, 0.934, 11.566
-181.973, 73.027, 0.936, 11.599
-181.970, 72.996, 0.942, 11.632
-181.967, 72.965, 0.945, 11.665
-181.964, 72.933, 0.949, 11.698
-181.960, 72.902, 0.952, 11.731
-181.957, 72.870, 0.955, 11.764
-181.954, 72.838, 0.957, 11.797
-181.950, 72.807, 0.960, 11.830
-181.947, 72.775, 0.963, 11.863
-181.944, 72.743, 0.965, 11.896
-181.941, 72.711, 0.967, 11.929
-181.937, 72.678, 0.970, 11.962
-181.934, 72.646, 0.972, 11.995
-181.931, 72.614, 0.974, 12.028
-181.928, 72.581, 0.976, 12.061
-181.925, 72.549, 0.979, 12.094
-181.921, 72.516, 0.981, 12.127
-181.918, 72.484, 0.983, 12.160
-181.915, 72.451, 0.985, 12.193
-181.912, 72.418, 0.987, 12.226
-181.909, 72.386, 0.989, 12.259
-181.906, 72.353, 0.992, 12.292
-181.903, 72.320, 0.994, 12.325
-181.900, 72.287, 0.996, 12.358
-181.896, 72.254, 0.998, 12.391
-181.893, 72.220, 1.000, 12.424
-181.890, 72.187, 1.003, 12.457
-181.887, 72.154, 1.005, 12.490
-181.884, 72.120, 1.007, 12.523
-181.881, 72.087, 1.010, 12.556
-181.878, 72.053, 1.012, 12.589
-181.875, 72.020, 1.014, 12.622
-181.872, 71.986, 1.017, 12.655
-181.869, 71.952, 1.019, 12.688
-181.866, 71.918, 1.022, 12.721
-181.863, 71.884, 1.024, 12.754
-181.860, 71.850, 1.027, 12.787
-181.857, 71.816, 1.029, 12.820
-181.854, 71.782, 1.032, 12.853
-181.851, 71.747, 1.034, 12.886
-181.848, 71.713, 1.037, 12.919
-181.845, 71.678, 1.039, 12.952
-181.842, 71.644, 1.042, 12.985
-181.840, 71.609, 1.044, 13.018
-181.837, 71.574, 1.047, 13.051
-181.834, 71.539, 1.050, 13.084
-181.831, 71.504, 1.052, 13.117
-181.828, 71.469, 1.055, 13.150
-181.825, 71.434, 1.057, 13.183
-181.822, 71.399, 1.060, 13.216
-181.820, 71.364, 1.063, 13.249
-181.817, 71.328, 1.065, 13.282
-181.814, 71.293, 1.068, 13.315
-181.811, 71.257, 1.071, 13.348
-181.808, 71.222, 1.073, 13.381
-181.806, 71.186, 1.076, 13.414
-181.803, 71.150, 1.079, 13.447
-181.800, 71.114, 1.081, 13.480
-181.797, 71.078, 1.084, 13.513
-181.795, 71.042, 1.087, 13.546
-181.792, 71.006, 1.090, 13.579
-181.789, 70.969, 1.092, 13.612
-181.786, 70.933, 1.095, 13.645
-181.784, 70.897, 1.098, 13.678
-181.781, 70.860, 1.101, 13.711
-181.778, 70.823, 1.103, 13.744
-181.776, 70.787, 1.106, 13.777
-181.773, 70.750, 1.109, 13.810
-181.770, 70.713, 1.112, 13.843
-181.768, 70.676, 1.114, 13.876
-181.765, 70.639, 1.117, 13.909
-181.763, 70.601, 1.120, 13.942
-181.760, 70.564, 1.123, 13.975
-181.757, 70.527, 1.126, 14.008
-181.755, 70.489, 1.128, 14.041
-181.752, 70.452, 1.131, 14.074
-181.750, 70.414, 1.134, 14.107
-181.747, 70.376, 1.137, 14.140
-181.745, 70.338, 1.140, 14.173
-181.742, 70.300, 1.143, 14.206
-181.739, 70.262, 1.145, 14.239
-181.737, 70.224, 1.148, 14.272
-181.734, 70.186, 1.151, 14.305
-181.732, 70.147, 1.154, 14.338
-181.730, 70.109, 1.157, 14.371
-181.727, 70.070, 1.160, 14.404
-181.725, 70.032, 1.163, 14.437
-181.722, 69.993, 1.166, 14.470
-181.720, 69.954, 1.168, 14.503
-181.717, 69.915, 1.171, 14.536
-181.715, 69.876, 1.174, 14.569
-181.712, 69.837, 1.177, 14.602
-181.710, 69.798, 1.180, 14.635
-181.708, 69.758, 1.183, 14.668
-181.705, 69.719, 1.186, 14.701
-181.703, 69.679, 1.189, 14.734
-181.701, 69.640, 1.192, 14.767
-181.698, 69.600, 1.195, 14.800
-181.696, 69.560, 1.198, 14.833
-181.694, 69.520, 1.201, 14.866
-181.691, 69.480, 1.204, 14.899
-181.689, 69.440, 1.207, 14.932
-181.687, 69.400, 1.210, 14.965
-181.685, 69.359, 1.213, 14.998
-181.682, 69.319, 1.216, 15.031
-181.680, 69.278, 1.219, 15.064
-181.678, 69.238, 1.222, 15.097
-181.676, 69.197, 1.225, 15.130
-181.673, 69.156, 1.228, 15.163
-181.671, 69.115, 1.231, 15.196
-181.669, 69.074, 1.234, 15.229
-181.667, 69.033, 1.237, 15.262
-181.665, 68.991, 1.240, 15.295
-181.662, 68.950, 1.243, 15.328
-181.660, 68.909, 1.246, 15.361
-181.658, 68.867, 1.250, 15.394
-181.656, 68.825, 1.253, 15.427
-181.654, 68.784, 1.256, 15.460
-181.652, 68.742, 1.259, 15.493
-181.650, 68.700, 1.262, 15.526
-181.648, 68.658, 1.265, 15.559
-181.645, 68.615, 1.268, 15.592
-181.643, 68.573, 1.271, 15.625
-181.641, 68.531, 1.274, 15.658
-181.639, 68.488, 1.278, 15.691
-181.637, 68.446, 1.281, 15.724
-181.635, 68.403, 1.284, 15.757
-181.633, 68.360, 1.287, 15.790
-181.631, 68.317, 1.290, 15.823
-181.629, 68.274, 1.294, 15.856
-181.627, 68.231, 1.297, 15.889
-181.625, 68.188, 1.300, 15.922
-181.623, 68.144, 1.303, 15.955
-181.621, 68.101, 1.306, 15.988
-181.619, 68.057, 1.310, 16.021
-181.617, 68.013, 1.313, 16.054
-181.615, 67.970, 1.316, 16.087
-181.614, 67.926, 1.319, 16.120
-181.612, 67.882, 1.323, 16.153
-181.610, 67.838, 1.326, 16.186
-181.608, 67.793, 1.329, 16.219
-181.606, 67.749, 1.332, 16.252
-181.604, 67.705, 1.336, 16.285
-181.602, 67.660, 1.339, 16.318
-181.600, 67.615, 1.342, 16.351
-181.599, 67.571, 1.345, 16.384
-181.597, 67.526, 1.349, 16.417
-181.595, 67.481, 1.352, 16.450
-181.593, 67.435, 1.355, 16.483
-181.591, 67.390, 1.359, 16.516
-181.590, 67.345, 1.362, 16.549
-181.588, 67.299, 1.365, 16.582
-181.586, 67.254, 1.369, 16.615
-181.584, 67.208, 1.372, 16.648
-181.583, 67.162, 1.375, 16.681
-181.581, 67.116, 1.379, 16.714
-181.579, 67.070, 1.382, 16.747
-181.578, 67.024, 1.386, 16.780
-181.576, 66.978, 1.389, 16.813
-181.574, 66.932, 1.392, 16.846
-181.572, 66.885, 1.396, 16.879
-181.571, 66.839, 1.399, 16.912
-181.569, 66.792, 1.403, 16.945
-181.567, 66.745, 1.406, 16.978
-181.566, 66.698, 1.410, 17.011
-181.564, 66.651, 1.413, 17.044
-181.563, 66.604, 1.416, 17.077
-181.561, 66.557, 1.420, 17.110
-181.559, 66.509, 1.423, 17.143
-181.558, 66.462, 1.427, 17.176
-181.556, 66.414, 1.430, 17.209
-181.555, 66.366, 1.434, 17.242
-181.553, 66.319, 1.437, 17.275
-181.552, 66.271, 1.441, 17.308
-181.550, 66.223, 1.444, 17.341
-181.549, 66.174, 1.448, 17.374
-181.547, 66.126, 1.451, 17.407
-181.546, 66.078, 1.455, 17.440
-181.544, 66.029, 1.458, 17.473
-181.543, 65.980, 1.462, 17.506
-181.541, 65.932, 1.466, 17.539
-181.540, 65.883, 1.469, 17.572
-181.538, 65.834, 1.473, 17.605
-181.537, 65.784, 1.476, 17.638
-181.535, 65.735, 1.480, 17.671
-181.534, 65.686, 1.483, 17.704
-181.532, 65.636, 1.487, 17.737
-181.531, 65.587, 1.491, 17.770
-181.530, 65.537, 1.494, 17.803
-181.528, 65.487, 1.498, 17.836
-181.527, 65.437, 1.501, 17.869
-181.525, 65.387, 1.505, 17.902
-181.524, 65.337, 1.509, 17.935
-181.523, 65.286, 1.512, 17.968
-181.521, 65.236, 1.516, 18.001
-181.520, 65.185, 1.520, 18.034
-181.519, 65.134, 1.523, 18.067
-181.517, 65.083, 1.527, 18.100
-181.516, 65.032, 1.531, 18.133
-181.515, 64.981, 1.534, 18.166
-181.514, 64.930, 1.538, 18.199
-181.512, 64.879, 1.542, 18.232
-181.511, 64.827, 1.546, 18.265
-181.510, 64.776, 1.549, 18.298
-181.509, 64.724, 1.553, 18.331
-181.507, 64.672, 1.557, 18.364
-181.506, 64.620, 1.561, 18.397
-181.505, 64.568, 1.564, 18.430
-181.504, 64.516, 1.568, 18.463
-181.502, 64.463, 1.572, 18.496
-181.501, 64.411, 1.576, 18.529
-181.500, 64.358, 1.580, 18.562
-181.499, 64.306, 1.583, 18.595
-181.498, 64.253, 1.587, 18.628
-181.497, 64.200, 1.591, 18.661
-181.495, 64.147, 1.595, 18.694
-181.494, 64.093, 1.599, 18.727
-181.493, 64.040, 1.603, 18.760
-181.492, 63.986, 1.606, 18.793
-181.491, 63.933, 1.610, 18.826
-181.490, 63.879, 1.614, 18.859
-181.489, 63.825, 1.618, 18.892
-181.488, 63.771, 1.622, 18.925
-181.487, 63.717, 1.626, 18.958
-181.486, 63.663, 1.630, 18.991
-181.484, 63.608, 1.634, 19.024
-181.483, 63.554, 1.638, 19.057
-181.482, 63.499, 1.642, 19.090
-181.481, 63.444, 1.645, 19.123
-181.480, 63.389, 1.649, 19.156
-181.479, 63.334, 1.653, 19.189
-181.478, 63.279, 1.657, 19.222
-181.477, 63.224, 1.661, 19.255
-181.476, 63.168, 1.665, 19.288
-181.475, 63.113, 1.669, 19.321
-181.474, 63.057, 1.673, 19.354
-181.473, 63.001, 1.677, 19.387
-181.472, 62.945, 1.681, 19.420
-181.471, 62.889, 1.685, 19.453
-181.471, 62.833, 1.689, 19.486
-181.470, 62.776, 1.693, 19.519
-181.469, 62.720, 1.697, 19.552
-181.468, 62.663, 1.701, 19.585
-181.467, 62.606, 1.706, 19.618
-181.466, 62.549, 1.710, 19.651
-181.465, 62.492, 1.714, 19.684
-181.464, 62.435, 1.718, 19.717
-181.463, 62.378, 1.722, 19.750
-181.462, 62.320, 1.726, 19.783
-181.462, 62.262, 1.730, 19.816
-181.461, 62.205, 1.734, 19.849
-181.460, 62.147, 1.738, 19.882
-181.459, 62.089, 1.742, 19.915
-181.458, 62.031, 1.747, 19.948
-181.457, 61.972, 1.751, 19.981
-181.457, 61.914, 1.755, 20.014
-181.456, 61.855, 1.759, 20.047
-181.455, 61.796, 1.763, 20.080
-181.454, 61.738, 1.768, 20.113
-181.453, 61.679, 1.772, 20.146
-181.453, 61.619, 1.776, 20.179
-181.452, 61.560, 1.780, 20.212
-181.451, 61.501, 1.784, 20.245
-181.450, 61.441, 1.789, 20.278
-181.450, 61.381, 1.793, 20.311
-181.449, 61.321, 1.797, 20.344
-181.448, 61.261, 1.801, 20.377
-181.447, 61.201, 1.806, 20.410
-181.447, 61.141, 1.810, 20.443
-181.446, 61.081, 1.814, 20.476
-181.445, 61.020, 1.819, 20.509
-181.444, 60.959, 1.823, 20.542
-181.444, 60.898, 1.827, 20.575
-181.443, 60.837, 1.831, 20.608
-181.442, 60.776, 1.836, 20.641
-181.442, 60.715, 1.840, 20.674
-181.441, 60.653, 1.845, 20.707
-181.440, 60.592, 1.849, 20.740
-181.440, 60.530, 1.853, 20.773
-181.439, 60.468, 1.858, 20.806
-181.439, 60.406, 1.862, 20.839
-181.438, 60.344, 1.866, 20.872
-181.437, 60.282, 1.871, 20.905
-181.437, 60.219, 1.875, 20.938
-181.436, 60.157, 1.880, 20.971
-181.435, 60.094, 1.884, 21.004
-181.435, 60.031, 1.889, 21.037
-181.434, 59.968, 1.893, 21.070
-181.434, 59.905, 1.898, 21.103
-181.433, 59.841, 1.902, 21.136
-181.432, 59.778, 1.907, 21.169
-181.432, 59.714, 1.911, 21.202
-181.431, 59.650, 1.916, 21.235
-181.431, 59.586, 1.920, 21.268
-181.430, 59.522, 1.925, 21.301
-181.430, 59.458, 1.929, 21.334
-181.429, 59.394, 1.934, 21.367
-181.429, 59.329, 1.938, 21.400
-181.428, 59.264, 1.943, 21.433
-181.428, 59.199, 1.947, 21.466
-181.427, 59.134, 1.952, 21.499
-181.427, 59.069, 1.957, 21.532
-181.426, 59.004, 1.961, 21.565
-181.426, 58.938, 1.966, 21.598
-181.425, 58.873, 1.970, 21.631
-181.425, 58.807, 1.975, 21.664
-181.424, 58.741, 1.980, 21.697
-181.424, 58.675, 1.984, 21.730
-181.423, 58.609, 1.989, 21.763
-181.423, 58.542, 1.994, 21.796
-181.422, 58.476, 1.998, 21.829
-181.422, 58.409, 2.003, 21.862
-181.421, 58.342, 2.008, 21.895
-181.421, 58.275, 2.013, 21.928
-181.421, 58.208, 2.017, 21.961
-181.420, 58.140, 2.022, 21.994
-181.420, 58.073, 2.027, 22.027
-181.419, 58.005, 2.031, 22.060
-181.419, 57.937, 2.036, 22.093
-181.418, 57.869, 2.041, 22.126
-181.418, 57.801, 2.046, 22.159
-181.418, 57.733, 2.051, 22.192
-181.417, 57.664, 2.055, 22.225
-181.417, 57.596, 2.060, 22.258
-181.417, 57.527, 2.065, 22.291
-181.416, 57.458, 2.070, 22.324
-181.416, 57.389, 2.075, 22.357
-181.415, 57.320, 2.080, 22.390
-181.415, 57.250, 2.085, 22.423
-181.415, 57.181, 2.089, 22.456
-181.414, 57.111, 2.094, 22.489
-181.414, 57.041, 2.099, 22.522
-181.414, 56.971, 2.104, 22.555
-181.413, 56.901, 2.109, 22.588
-181.413, 56.830, 2.114, 22.621
-181.413, 56.760, 2.119, 22.654
-181.412, 56.689, 2.124, 22.687
-181.412, 56.618, 2.129, 22.720
-181.412, 56.547, 2.134, 22.753
-181.411, 56.476, 2.139, 22.786
-181.411, 56.404, 2.144, 22.819
-181.411, 56.333, 2.149, 22.852
-181.410, 56.261, 2.154, 22.885
-181.410, 56.189, 2.159, 22.918
-181.410, 56.117, 2.164, 22.951
-181.410, 56.045, 2.169, 22.984
-181.409, 55.972, 2.174, 23.017
-181.409, 55.899, 2.179, 23.050
